"x","y","depthcover"
0.50294695481336,2.55924855491329,"DY"
0.50294695481336,2.82225433526012,"DY"
0.495088408644401,3.07514450867052,"DY"
1.49312377210216,2.11416184971098,"SY"
1.49312377210216,2.28612716763006,"SY"
1.49312377210216,2.47832369942196,"SY"
2.49901768172888,1.41618497109827,"SN"
2.49115913555992,1.94219653179191,"SN"
2.49115913555992,2.51878612716763,"SN"
3.51277013752456,1.23410404624277,"DN"
3.49705304518664,1.36560693641618,"DN"
3.49705304518664,1.51734104046243,"DN"
